data,estado,casos,mortes
2022-02-27,RS,0,0
2022-02-27,SC,778,6
2022-02-27,SE,116,3
2022-02-27,SP,4865,7
2022-02-27,TO,84,3
2022-02-28,AC,2,1
2022-02-28,AL,637,8
2022-02-28,AM,0,0
2022-02-28,AP,9,0
2022-02-28,BA,727,34
2022-02-28,CE,379,17
2022-02-28,DF,922,7
2022-02-28,ES,201,9
2022-02-28,GO,459,20
2022-02-28,MA,39,9
2022-02-28,MG,1690,2
2022-02-28,MS,1330,9
2022-02-28,MT,572,9
2022-02-28,PA,872,22
2022-02-28,PB,0,5
2022-02-28,PE,848,7
2022-02-28,PI,72,6
2022-02-28,PR,3241,17
2022-02-28,RJ,542,4
2022-02-28,RN,161,4
2022-02-28,RO,483,6
2022-02-28,RR,47,0
2022-02-28,RS,3956,13
2022-02-28,SC,980,15
2022-02-28,SE,89,3
2022-02-28,SP,1639,9
2022-02-28,TO,0,0
